titleHebrew,titleEnglish,genre,CEFR,hebrew,english,hebrewNoNiqqud
הַיּוֹם הָרִאשׁוֹן בַּעֲבוֹדָה חֲדָשָׁה,The First Day at a New Job,monologue,A1,"הַיּוֹם הָיָה הַיּוֹם הָרִאשׁוֹן שֶׁלִּי בַּעֲבוֹדָה חֲדָשָׁה.
הִגַּעְתִּי בַּבֹּקֶר, קִבַּלְתִּי כּוֹבַע וְתוֹכוֹ נִכְתַּב הַשֵּׁם שֶׁלִּי.
כֻּלָּם חִיְּכוּ אֵלַי וְאָמְרוּ שָׁלוֹם.
הַמְּנַהֶלֶת הִרְאָתָה לִי אֵיפֹה הַמִּשְׁרָד שֶׁלִּי.
הִרְגַּשְׁתִּי קְצָת חֲדָשָׁה, אֲבָל גַּם שְׂמֵחָה.
סוֹף הַיּוֹם עָבַר בְּשָׁלוֹם, וַאֲנִי מְחַכָּה לְמָחָר.","Today was my first day at a new job.
I arrived in the morning, I received a hat with my name written inside.
Everyone smiled at me and said “hello.”
The manager showed me where my office is.
I felt a little new, but also happy.
The day ended well, and I am waiting for tomorrow.","היום היה היום הראשון שלי בעבודה חדשה.
הגעתי בבקר, קבלתי כובע ותוכו נכתב השם שלי.
כלם חיכו אלי ואמרו שלום.
המנהלת הראתה לי איפה המשרד שלי.
הרגשתי קצת חדשה, אבל גם שמחה.
סוף היום עבר בשלום, ואני מחכה למחר."
הָאוֹצָר הַנִּסְתָּר,The Hidden Treasure,monologue,A1,,,
קּוֹלְנוֹעַ,The Movie Theater,dialogue,A1,,,
בֵּית הַמִּרְקַחַת,The Pharmacy,dialogue,A1,,,
הַדֶּלֶת הַסּוֹדִית,The Secret Door,monologue,A1,,,
הַמַּעֲרֶכֶת הַשִּׁמְשִׁית,The Solar System,science,A1,הַשֶּׁמֶשׁ הִיא כּוֹכָב גָּדוֹל. הִיא נוֹתֶנֶת אוֹר וְחֹם. סָבִיב לַשֶּׁמֶשׁ יֵשׁ כּוֹכְבֵי לֶכֶת. כּוֹכַב הַלֶּכֶת הָרִאשׁוֹן הוּא מֶרְקוּרִי. אַחֲרָיו נוֹגַהּ. אַחֲרֵי נוֹגַהּ יֵשׁ אֶת הָאָרֶץ. בָּאָרֶץ אָנוּ גָּרִים. אַחֲרֵי הָאָרֶץ בָּא מַאֲדִים. יֵשׁ גַּם כּוֹכְבֵי לֶכֶת גְּדוֹלִים כְּמוֹ יְרוֹפִיטֶר וְשַׁבְתַּאי. הַשֶּׁמֶשׁ וְכָל הַכּוֹכָבִים הֵם הַמַּעֲרֶכֶת הַשִּׁמְשִׁית.,The sun is a big star. It gives light and heat. Around the sun there are planets. The first planet is Mercury. After it comes Venus. After Venus there is the Earth. On Earth we live. After Earth comes Mars. There are also big planets like Jupiter and Saturn. The sun and all the planets are the solar system.,השמש היא כוכב גדול. היא נותנת אור וחם. סביב לשמש יש כוכבי לכת. כוכב הלכת הראשון הוא מרקורי. אחריו נוגה. אחרי נוגה יש את הארץ. בארץ אנו גרים. אחרי הארץ בא מאדים. יש גם כוכבי לכת גדולים כמו ירופיטר ושבתאי. השמש וכל הכוכבים הם המערכת השמשית.
הַמּוֹנִית,The Taxi,dialogue,A1,,,
הַפְּגִישָּׁה הַנּוֹרָאָה,The Terrible Date,dialogue,A1,,,
תַּחֲנַת הָרַכֶּבֶת,The Train Station,dialogue,A1,,,
תְּקוּפַת הַוִיקִּינְגִּים,The Viking Age,history,A1,,,
מֶזֶג הָאֲוִיר הַיּוֹמִי,Today's Weather,monologue,A1,הַיּוֹם מֵזֶג הָאֲוִיר חַמָּה וְיָפֶה. הַשֶּׁמֶשׁ זוֹרַחַת בַּשָּׁמַיִם וְהַשָּׁמַיִם כְּחוּלִים. אֵין עָנָן גָּדוֹל. אֲנִי לוֹבֵשׁ חֻלְצָה קַלָּה וּמוֹצֵא כּוֹבַע. הַיּוֹם טוֹב לָלֶכֶת בַּגָּן.,Today the weather is warm and nice. The sun is shining in the sky and the sky is blue. There is no big cloud. I wear a light shirt and find a hat. Today is a good day to walk in the garden.,היום מזג האויר חמה ויפה. השמש זורחת בשמים והשמים כחולים. אין ענן גדול. אני לובש חלצה קלה ומוצא כובע. היום טוב ללכת בגן.
לִהְיוֹת לָכֻד בִּפְנִים,Trapped Inside,horror,A1,,,
אִיזְרָאֵלִי אָפְיָנִי,Typically Israeli,culture,A1,,,
בִּקּוּר בְּמוּזֵיאוֹן,Visiting a Museum,monologue,A1,"הַיּוֹם אֲנִי הוֹלֵך לְמוּזֵיאוֹן. אֲנִי מְאֹד שָׂמֵחַ. בַּמּוּזֵיאוֹן יֵשׁ תְּמוּנוֹת גְּדוֹלוֹת, פְּסָלִים יָפִים וְכֵלִים עַתִּיקִים. אֲנִי רוֹאֶה תְּמוּנָה יָפָה שֶׁל נוֹף, וַאֲנִי חוֹשֵׁב עָלֶיהָ הַרְבֵּה. אֲנִי הוֹלֵך מֵחָדָר לַחָדָר וְרוֹאֶה דְּבָרִים חֲדָשִׁים. בַּסּוֹף אֲנִי עוֹצֵר בַּחֲנוּת קְטַנָּה וְקוֹנֶה גַּלְיוֹנִית. אֲנִי מְאוֹד מְאוֹד מְאוּשָּׁר.","Today I go to the museum. I am very happy. In the museum there are big paintings, beautiful statues, and ancient objects. I see a beautiful picture of a landscape, and I think about it a lot. I walk from room to room and see new things. At the end I stop in a small shop and buy a postcard. I am very, very happy.","היום אני הולך למוזיאון. אני מאד שמח. במוזיאון יש תמונות גדולות, פסלים יפים וכלים עתיקים. אני רואה תמונה יפה של נוף, ואני חושב עליה הרבה. אני הולך מחדר לחדר ורואה דברים חדשים. בסוף אני עוצר בחנות קטנה וקונה גליונית. אני מאוד מאוד מאושר."
בִּקּוּר בְּאַקְוַרְיוּם,Visiting an Aquarium,monologue,A1,,,
מַה הִיא טוֹב־לֵבָבוּת?,What is Kindness?,psychology,A1,,,
מַה הִיא פּוֹלִיטִיקָה?,What is Politics?,politics,A1,"פּוֹלִיטִיקָה הִיא חַיִּים שֶׁל אֲנָשִׁים בְּיַחַד.
אֲנָשִׁים מַחֲלִיטִים מִי מְנַהֵל אֶת הָעִיר אוֹ אֶת הַמְּדִינָה.
בַּפּוֹלִיטִיקָה יֵשׁ דֵּעוֹת שׁוֹנוֹת, וַאֲנָשִׁים מְדַבְּרִים עַל זֶה.
פּוֹלִיטִיקָה מְדַבֶּרֶת עַל כֹּחַ, כֶּסֶף, וְחֹק.
הִיא חֶלְקָה חֲשׁוּבָה בְּחַיִּים שֶׁל כֻּלָּנוּ.","Politics is the life of people together.
People decide who manages the city or the country.
In politics there are different opinions, and people talk about it.
Politics talks about power, money, and law.
It is an important part of life for all of us.","פוליטיקה היא חיים של אנשים ביחד.
אנשים מחליטים מי מנהל את העיר או את המדינה.
בפוליטיקה יש דעות שונות, ואנשים מדברים על זה.
פוליטיקה מדברת על כח, כסף, וחק.
היא חלקה חשובה בחיים של כלנו."
מַה הוּא וַי־פַי?,What is Wi-Fi?,technology,A1,,,
מַדּוּעַ חַיּוֹת מְשַׂמְּחוֹת אוֹתָנוּ?,Why Do Animals Make Us Happy?,psychology,A1,,,
מַדּוּעַ יִשְׂרָאֵל כָּל כָּךְ חַמָּה?,Why Is Israel So Hot?,science,A1,"יִשְׂרָאֵל חַמָּה מְאֹד. הַשֶּׁמֶשׁ זוֹרַחַת בָּרוֹב הַיָּמִים. יִשְׂרָאֵל קְרוֹבָה לַמִּדְבָּר, וְלָכֵן הָאֲוִיר חַם. בַּקַּיִץ הַטֶּמְפֶּרָטוּרָה גְּבוֹהָה מְאֹד. בָּעִיר תֵּל־אָבִיב חַם וְלַח, וּבְאֵלַת חַם וְיָבֵשׁ. הָאֲנָשִׁים שׁוֹתִים מַיִם וְלוֹבְשִׁים בְּגָדִים קַלִּים כְּדֵי לְהִתְקַיֵּם בַּחֹם.","Israel is very hot. The sun shines on most days. Israel is close to the desert, and therefore the air is hot. In summer the temperature is very high. In the city of Tel Aviv it is hot and humid, and in Eilat it is hot and dry. People drink water and wear light clothes in order to manage in the heat.","ישראל חמה מאד. השמש זורחת ברוב הימים. ישראל קרובה למדבר, ולכן האויר חם. בקיץ הטמפרטורה גבוהה מאד. בעיר תל־אביב חם ולח, ובאלת חם ויבש. האנשים שותים מים ולובשים בגדים קלים כדי להתקים בחם."
מַדּוּעַ צְמָחִים צְרִיכִים אוֹר שֶׁמֶשׁ,Why Plants Need Sunlight,science,A1,,,
יוֹם בַּסִּפְרִיָּה,A Day at the Library,monologue,A2,,,
אֲרוּחַת עֶרֶב לִשְׁנַיִם,A Dinner for Two,dialogue,A2,,,
אָלְבֶּרְט אַיְנְשְׁטַיְן,Albert Einstein,biography,A2,,,
בִּינָה מְלָאכוּתִית,Artificial Intelligence,technology,A2,"הַיּוֹם כָּל אָדָם שׁוֹמֵעַ עַל בִּינָּה מְלָאכוּתִית. זֹאת טֶכְנוֹלוֹגְיָה שֶׁמַּחְשֵׁבִים וְטֶלֶפוֹנִים חֲכָמִים מִשְׁתַּמְּשִׁים בָּהּ. בִּינָּה מְלָאכוּתִית יוֹדַעַת לִלְמוֹד מִדְּבָרִים שֶׁאֲנָשִׁים כּוֹתְבִים וְאוֹמְרִים. הִיא עוֹזֶרֶת לָנוּ לְתַרְגֵּם שָׂפוֹת, לִמְצֹא מֵידָע בָּאִינְטֶרְנֵט, וּגַם לְדַבֵּר עִם הַמַּחְשֵׁב כְּמוֹ עִם חָבֵר. יֵשׁ אֲנָשִׁים שֶׁחוֹשְׁבִים שֶׁזֶּה מַפְחִיד, אֲבָל רַבִּים חוֹשְׁבִים שֶׁזֶּה מַשֶּׁהוּ טוֹב וְחָשׁוּב לָעֲתִיד.","Today everyone hears about Artificial Intelligence. It is a technology that computers and smartphones use. Artificial Intelligence can learn from things that people write and say. It helps us translate languages, find information on the internet, and also talk to the computer like a friend. Some people think it is scary, but many believe it is something good and important for the future.","היום כל אדם שומע על בינה מלאכותית. זאת טכנולוגיה שמחשבים וטלפונים חכמים משתמשים בה. בינה מלאכותית יודעת ללמוד מדברים שאנשים כותבים ואומרים. היא עוזרת לנו לתרגם שפות, למצא מידע באינטרנט, וגם לדבר עם המחשב כמו עם חבר. יש אנשים שחושבים שזה מפחיד, אבל רבים חושבים שזה משהו טוב וחשוב לעתיד."
בַּרְסֵלוֹנָה,Barcelona,travel,A2,,,
לִוְיָתָנִים כְּחוּלִים,Blue Whales,science,A2,,,
עֵצוֹת לְטִיּוּל בְּתַקְצִיב מֻגְבָּל,Budget Travel Tips,travel,A2,,,
קְנִיַּת מַזְכָּרוֹת,Buying Souvenirs,dialogue,A2,,,
מָלוֹנוֹת קַפְּסוּלָה,Capsule Hotels,travel,A2,,,
קָטָלָאנִית,Catalan,language,A2,,,
פַּארְקֵי עִיר,City Parks,travel,A2,"בָּעִיר יֵשׁ הַרְבֵּה פָּארְקִים. הַפָּארְק הוּא מָקוֹם יָפֶה וְשָׁקֵט. בַּפָּארְק יֵשׁ דֶּשֶׁא יָרֹק, עֵצִים גְּבוֹהִים וּפְרָחִים צִבְעוֹנִיִּים. אֲנָשִׁים אוֹהֲבִים לָלֶכֶת לַפָּארְק בְּשַׁבָּת וּבַחֹפֶשׁ. יֵשׁ מִשְׂחָקִים לַיְלָדִים, וְיֵשׁ סַפְסָלִים לַמְּבֻגָּרִים. פְּעָמִים אֲנָשִׁים עוֹשִׂים פִּיקְנִיק וְאוֹכְלִים יַחַד. אֲחֵרִים רוֹכְבִים עַל אוֹפַנַּיִם אוֹ הוֹלְכִים לָרוּץ. הַפָּארְק נוֹתֵן לָעִיר אֲוִיר נָקִי וּמָקוֹם לְנֻחָה.","In the city there are many parks. The park is a beautiful and quiet place. In the park there is green grass, tall trees, and colorful flowers. People like to go to the park on Shabbat and on holidays. There are games for children, and there are benches for adults. Sometimes people have a picnic and eat together. Others ride bicycles or go running. The park gives the city clean air and a place to rest.","בעיר יש הרבה פארקים. הפארק הוא מקום יפה ושקט. בפארק יש דשא ירק, עצים גבוהים ופרחים צבעוניים. אנשים אוהבים ללכת לפארק בשבת ובחפש. יש משחקים לילדים, ויש ספסלים למבגרים. פעמים אנשים עושים פיקניק ואוכלים יחד. אחרים רוכבים על אופנים או הולכים לרוץ. הפארק נותן לעיר אויר נקי ומקום לנחה."
מַאֲכָלִים מְנַחֲמִים,Comfort Food,food,A2,,,
מַצְפֵּנִים,Compasses,technology,A2,,,
סוּשִׁי עַל מְסִלַּת מוֹסָע,Conveyor Belt Sushi,food,A2,,,
קוֹרְדוֹבָה,Córdoba,travel,A2,,,
דִּינוֹזַאוּרִים,Dinosaurs,science,A2,,,
דוֹן קִישׁוֹט,Don Quixote,drama,A2,,,
חֲקִירַת יַעַר,Exploring a Forest,monologue,A2,,,
חֲקִירַת פָּארִיס,Exploring Paris,monologue,A2,,,
עִבְרִית רִשְׁמִית,Formal Hebrew,language,A2,,,
גַּסְפָּאצ’וֹ,Gazpacho,food,A2,,,
גּ’וֹרְג’ אוֹרוֶול,George Orwell,biography,A2,,,
גִּ’יפִּי אֶס,GPS,technology,A2,,,
גֶּרְנִיקָה,Guernica,culture,A2,,,
תַּרְדֵּמַת חֹרֶף,Hibernation,science,A2,,,
מַסֵּד לְקָטָלוֹנְיָה,Homage to Catalonia,history,A2,,,
אֵיךְ צְבָעִים מַשְׁפִּיעִים עַל רְגָשׁוֹת,How Colors Affect Emotions,psychology,A2,,,
אֵיךְ נוֹלָדִים כּוֹכָבִים,How Stars Are Born,science,A2,,,
תַּבְלִינִים הוֹדוּיִים,Indian Spices,food,A2,,,
רָאמֵן מָיָדִי,Instant Ramen,food,A2,"בַּסֵּמֶסְטֶר הָרִאשׁוֹן בָּאוּנִיבֶרְסִיטָה, הָיִיתִי רָעֵב מְאוֹד בְּכָל הָעֵת. לֹא הָיָה לִי הַרְבֵּה כֶּסֶף, וְלֹא יָדַעְתִּי לְבַשֵּׁל מָנוֹת מְסֻבָּכוֹת. חָבֵר שֶׁלִּי הִרְאָה לִי מַהוּ “רָמֶן” — מַרְק מְהִיר מְאֹד.

פָּתַחְתִּי אֶת הַשַּׂקִּית, שַׂמְתִּי אֶת הַאִיטְרִיּוֹת בַּסִּיר, וְיָצַקְתִּי מַיִם רוֹתְחִים. לְאַחַר כַּמָּה דַּקּוֹת הֵם הָיוּ מֻכָּנִים. הוֹסַפְתִּי אֶת הַתַּבְלִין הַקָּטָן וְטָעַמְתִּי. הָרָמֶן הָיָה חַם, מָלוּחַ וּמַשְׂבִּיעַ.

מֵאָז אֲנִי אוֹהֵב לֶאֱכוֹל רָמֶן בְּעֵת שֶׁאֲנִי עָיֵף אוֹ אֵין לִי זְמַן. זֶה לֹא מַאֲכָל בָּרִיא מְאוֹד, אֲבָל זֶה פָּשׁוּט וְזָרִיז.","In the first semester at university, I was very hungry all the time. I didn’t have much money, and I didn’t know how to cook complicated dishes. A friend of mine showed me what “ramen” is — a very quick soup.

I opened the packet, put the noodles in the pot, and poured in boiling water. After a few minutes they were ready. I added the small seasoning and tasted it. The ramen was hot, salty, and filling.

Since then I like to eat ramen when I am tired or don’t have time. It’s not a very healthy food, but it’s simple and fast.","בסמסטר הראשון באוניברסיטה, הייתי רעב מאוד בכל העת. לא היה לי הרבה כסף, ולא ידעתי לבשל מנות מסבכות. חבר שלי הראה לי מהו “רמן” — מרק מהיר מאד.

פתחתי את השקית, שמתי את האיטריות בסיר, ויצקתי מים רותחים. לאחר כמה דקות הם היו מכנים. הוספתי את התבלין הקטן וטעמתי. הרמן היה חם, מלוח ומשביע.

מאז אני אוהב לאכול רמן בעת שאני עיף או אין לי זמן. זה לא מאכל בריא מאוד, אבל זה פשוט וזריז."
תִּקְשֹׁרֶת בֵּין־גַּלַּקְטִית,Intergalactic Communication,science fiction,A2,,,
אֲרוּחַת בֹּקֶר יִשְׂרְאֵלִית,Israeli Breakfast,food,A2,,,
אֲרוּחַת עֶרֶב יִשְׂרְאֵלִית,Israeli Dinner,food,A2,,,
אֲרוּחַת צָהֳרַיִם יִשְׂרְאֵלִית,Israeli Lunch,food,A2,,,
יָנוּאָר בְּיִשְׂרָאֵל,January in Israel,culture,A2,,,
יוּנִי בְּיִשְׂרָאֵל,June in Israel,culture,A2,,,
לָדִינוֹ,Ladino,language,A2,,,
לוֹנְדוֹן,London,travel,A2,"לוֹנְדוֹן הִיא עִיר גְּדוֹלָה בְּאַנְגְּלִיָּה. בְּלוֹנְדוֹן יֵשׁ רַכֶּבֶת תַּחְתִּית, אוֹטוֹבּוּסִים אֲדוּמִּים, וְכָל יוֹם רַבִּים הוֹלְכִים לַעֲבוֹדָה. בָּעִיר יֵשׁ גַּם גַּנִּים יָפִים וְאַרְמוֹנוֹת. הַתַּיָּרִים אוֹהֲבִים לִרְאוֹת אֶת הַבִּיג בֶּן וְאֶת גֶּשֶׁר טַאוֶור. בַּקַּיִץ יֵשׁ שָׁם שֶׁמֶשׁ, אֲבָל בְּחֹרֶף יֵשׁ רֶגֶשׁ וְגֶשֶׁם רַב. לוֹנְדוֹן הִיא עִיר מְעַנְיֶינֶת וְכָל אֶחָד מוֹצֵא מַשֶּׁהוּ לַעֲשׂוֹת שָׁם.","London is a big city in England. In London there is an underground train, red buses, and every day many people go to work. The city also has beautiful gardens and palaces. Tourists like to see Big Ben and Tower Bridge. In the summer there is sun, but in the winter it is cold and there is a lot of rain. London is an interesting city, and everyone can find something to do there.","לונדון היא עיר גדולה באנגליה. בלונדון יש רכבת תחתית, אוטובוסים אדומים, וכל יום רבים הולכים לעבודה. בעיר יש גם גנים יפים וארמונות. התירים אוהבים לראות את הביג בן ואת גשר טאוור. בקיץ יש שם שמש, אבל בחרף יש רגש וגשם רב. לונדון היא עיר מעניינת וכל אחד מוצא משהו לעשות שם."
מַדְרִיד,Madrid,travel,A2,,,
מַאי בְּיִשְׂרָאֵל,May in Israel,culture,A2,,,
מִיגֵּל דֶּה סֶרְבַנְטֵס,Miguel de Cervantes,biography,A2,,,
אוֹקְטוֹבֶּר בְּיִשְׂרָאֵל,October in Israel,culture,A2,,,
פַּאבְלוֹ פִּיקַּאסוֹ,Pablo Picasso,biography,A2,,,
פַּאֶיָּה,Paella,food,A2,,,
צְפִיַּת אֲנָשִׁים בְּתַחֲנַת רַכֶּבֶת,People-Watching in a Train Station,monologue,A2,,,
פִּיצָּה,Pizza,food,A2,"בַּסּוֹף שֶׁל הַשָּׁבוּעַ אֲנִי וַחֲבֵרִים שֶׁלִּי הוֹלְכִים לֶאֱכוֹל פִּיצָה.
יֵשׁ בָּעִיר שֶׁלָּנוּ מִסְעָדָה קְטַנָּה וּמַיּוּחֶדֶת.
הַפִּיצָה שָׁם חַמָּה, רֵיחָהּ טוֹב, וְיֵשׁ לָנוּ הַרְבֵּה בְּחִירוֹת.
יֵשׁ פִּיצָה עִם גְּבִינָה וְיֵשׁ פִּיצָה עִם יְרָקוֹת.
אֲנִי אוֹהֵב לָשִׂים עַל הַפִּיצָה פִּטְרִיּוֹת וְזַיִתִים.
אַחֲרֵי הָאֹכֶל אֲנַחְנוּ יוֹשְׁבִים וּמְדַבְּרִים, זֶה תָּמִיד מְשַׂמֵּחַ אוֹתִי.","At the end of the week my friends and I go to eat pizza.
In our city there is a small and special restaurant.
The pizza there is hot, it smells good, and we have many choices.
There is pizza with cheese and pizza with vegetables.
I like to put mushrooms and olives on my pizza.
After the meal we sit and talk, and it always makes me happy.","בסוף של השבוע אני וחברים שלי הולכים לאכול פיצה.
יש בעיר שלנו מסעדה קטנה ומיוחדת.
הפיצה שם חמה, ריחה טוב, ויש לנו הרבה בחירות.
יש פיצה עם גבינה ויש פיצה עם ירקות.
אני אוהב לשים על הפיצה פטריות וזיתים.
אחרי האכל אנחנו יושבים ומדברים, זה תמיד משמח אותי."
מִפְלָגוֹת פּוֹלִיטִיּוֹת בְּיִשְׂרָאֵל,Political Parties in Israel,politics,A2,,,
הִכּוֹנוּת לִבְחִינָה,Preparing for an Exam,monologue,A2,,,
מִחְזוּר,Recycling,technology,A2,,,
הֶבְדֵּלִים אֵזוֹרִיִּים בַּסְּפָרַדִית,Regional Differences in Spanish,language,A2,,,
רוֹמָה,Rome,travel,A2,רוֹמָה הִיא עִיר יְפֵה וְעַתִּיקָה. בָּעִיר יֵשׁ רַבִּים מְקוֹמוֹת מְיֻחָדִים כְּמוֹ הַקוֹלוֹסֵיאוּם וְהַפּוֹרוּם הָרוֹמִי. בָּרְחוֹבוֹת יֵשׁ בָּתֵּי קָפֶה קְטַנִּים שֶׁבָּהֶם אֲנָשִׁים שׁוֹתִים אֶסְפְּרֶסוֹ וְאוֹכְלִים פִּיצָּה. תַּיָּרִים מִכָּל הָעוֹלָם מְבַקְּרִים בָּרוֹמָה כְּדֵי לִרְאוֹת אֶת הַאֲתָרִים וְלָלֶכֶת בְּסִימְטָאוֹת הַצְּפוּפוֹת. זֶה מָקוֹם מְעַנְיֵן לְלִמּוּד הִסְטוֹרְיָה וּלְבִילּוּי.,Rome is a beautiful and ancient city. In the city there are many special places such as the Colosseum and the Roman Forum. In the streets there are small cafés where people drink espresso and eat pizza. Tourists from all over the world visit Rome to see the sites and walk in the narrow alleys. It is an interesting place for learning history and for leisure.,רומה היא עיר יפה ועתיקה. בעיר יש רבים מקומות מיחדים כמו הקולוסיאום והפורום הרומי. ברחובות יש בתי קפה קטנים שבהם אנשים שותים אספרסו ואוכלים פיצה. תירים מכל העולם מבקרים ברומה כדי לראות את האתרים וללכת בסימטאות הצפופות. זה מקום מענין ללמוד הסטוריה ולבילוי.
סָגְרָדָה פָאמִילְיָה,Sagrada Família,culture,A2,,,
סַלְוָדוֹר דָּאלִי,Salvador Dalí,biography,A2,,,
מְכוֹנוֹת נוֹהֲגוֹת עַצְמָאִית,Self-Driving Cars,technology,A2,,,
סֵאוּל,Seoul,travel,A2,,,
סֶפְּטֶמְבֶּר בְּיִשְׂרָאֵל,September in Israel,culture,A2,,,
קְנִיַּת בְּגָדִים,Shopping for Clothes,dialogue,A2,,,
תַּעֲנוּגוֹת פְּשׁוּטִים,Simple Pleasures,monologue,A2,,,
בָּתִּים חֲכָמִים,Smart Homes,technology,A2,"בַּיִת חָכָם הוּא בַּיִת שֶׁמִּשְׁתַּמֵּשׁ בְּטֶכְנוֹלוֹגְיָה כְּדֵי לַעֲזוֹר לָאָדָם.
יֵשׁ בַּבַּיִת חָכָם אוֹרוֹת שֶׁנִּדְלָקִים וְנִכְבִּים בְּעֶזְרַת טֵלֵפוֹן נַיָּד.
יֵשׁ גַּם מַעֲרֶכֶת חוּם וְקוֹר שֶׁשּׁוֹלְטִים בָּהּ מֵהַמִּטָּה.
כָּךְ הַחַיִּים נַעֲשִׂים קַלִּים יוֹתֵר וְנֹחִים יוֹתֵר.","A smart home is a home that uses technology to help a person.
In a smart home there are lights that turn on and off with the help of a mobile phone.
There is also a heating and cooling system that can be controlled from the bed.
This way, life becomes easier and more comfortable.","בית חכם הוא בית שמשתמש בטכנולוגיה כדי לעזור לאדם.
יש בבית חכם אורות שנדלקים ונכבים בעזרת טלפון ניד.
יש גם מערכת חום וקור ששולטים בה מהמטה.
כך החיים נעשים קלים יותר ונחים יותר."
אֶנֶרְגִּיָּה שִׁמְשִׁית בְּסְפָרַד,Solar Power in Spain,technology,A2,,,
אוֹכֶל רְחוֹב,Street Food,food,A2,,,
סִימְלוּת בַּחֲפָצִים יוֹמְיוּמִיִּים,Symbolism in Everyday Objects,drama,A2,,,
טַפָּס,Tapas,food,A2,,,
הַבִּיטְלְס,The Beatles,culture,A2,,,
הַקָּנְיוֹן הַגָּדוֹל,The Grand Canyon,travel,A2,,,
חוֹמַת סִין הַגְּדוֹלָה,The Great Wall of China,travel,A2,,,
הָאַרְנָק הָאָבוּד,The Lost Wallet,dialogue,A2,,,
הַדִּיֵּיטָה הַיָּם־תִּיכוֹנִית,The Mediterranean Diet,health,A2,,,
הָעִיר הָעַתִּיקָה שֶׁל יְרוּשָׁלַיִם,The Old City of Jerusalem,travel,A2,,,
הַדּוֹאַר,The Post Office,dialogue,A2,,,
הַמִּסְעָדָה,The Restaurant,dialogue,A2,,,
תַּפְקִיד הַמַּזָּל בַּהִסְטוֹרְיָה,The Role of Luck in History,history,A2,,,
הַזּוֹמְבִּי,The Zombie,horror,A2,,,
לְנַסֵּעַ לְבַד בְּיִשְׂרָאֵל,Traveling Alone in Israel,monologue,A2,,,
אוּטוֹפְּיוֹת וְדִיסְטוֹפְּיוֹת,Utopias and Dystopias,drama,A2,,,
הָרִים פּוֹעֲלִים,Volcanoes,science,A2,,,
תָּכְנִיּוֹת לַסּוֹף שָׁבוּעַ,Weekend Plans,dialogue,A2,,,
מַדּוּעַ הַשָּׁמַיִם כְּחוּלִים,Why the Sky is Blue,science,A2,,,
מַדּוּעַ אָנוּ חוֹלְמִים,Why We Dream,psychology,A2,,,
אִידִישׁ,Yiddish,language,A2,"הַשָּׂפָה יִידִישׁ הִיא שָׂפָה שֶׁהָיוּ מְדַבְּרִים בָּהּ יְהוּדִים בְּאֵירוֹפָּה. יִידִישׁ מְעֻרֶבֶת מֵעִבְרִית, מִגֶרְמָנִית וּמִשָּׂפוֹת אַחֵרוֹת. בַּמֵּאָה הַעֶשְׂרִים וְאַחַת, פָּחוֹת אֲנָשִׁים מְדַבְּרִים בַּשָּׂפָה, אֲבָל עֲדַיִן יֵשׁ קְהִלּוֹת שֶׁשּׁוֹמְרוֹת אוֹתָהּ.

בְּיִשְׂרָאֵל יֵשׁ יְהוּדִים חֲסִידִים הַמְדַבְּרִים בְּיוֹם־יוֹם יִידִישׁ, וְיֵשׁ גַּם סִפְרוּת וְתַאֲטְרוֹן בַּשָּׂפָה הַזֹּאת. אֲנָשִׁים שֶׁלוֹמְדִים יִידִישׁ מְרַגִּישִׁים קֶשֶׁר לְהִסְטוֹרְיָה וְלַתַּרְבּוּת שֶׁל הָעָם הַיְּהוּדִי.","The Yiddish language is a language that Jews in Europe used to speak. Yiddish is mixed from Hebrew, German, and other languages. In the 21st century, fewer people speak the language, but there are still communities that keep it alive. In Israel there are Hasidic Jews who speak Yiddish every day, and there is also literature and theater in this language. People who learn Yiddish feel a connection to the history and culture of the Jewish people.","השפה יידיש היא שפה שהיו מדברים בה יהודים באירופה. יידיש מערבת מעברית, מגרמנית ומשפות אחרות. במאה העשרים ואחת, פחות אנשים מדברים בשפה, אבל עדין יש קהלות ששומרות אותה.

בישראל יש יהודים חסידים המדברים ביום־יום יידיש, ויש גם ספרות ותאטרון בשפה הזאת. אנשים שלומדים יידיש מרגישים קשר להסטוריה ולתרבות של העם היהודי."
שִׁיר שֶׁל קֶרַח וְאֵשׁ,A Song of Ice and Fire,fantasy,B1,,,
חֲצִי הַחַיָּה,Animal Crossing,culture,B1,,,
נֶגֶד־גִּבּוֹרִים,Antiheroes,drama,B1,,,
אַפְּרִיל בְּיִשְׂרָאֵל,April in Israel,culture,B1,,,
הַרְגֵּלִים אַטּוֹמִיִּים,Atomic Habits,psychology,B1,,,
אוֹגוּסְט בְּיִשְׂרָאֵל,August in Israel,culture,B1,,,
בֶּרְלִין,Berlin,travel,B1,,,
בַּיוֹהַקִּינְג,Biohacking,health,B1,,,
בַּעֲלֵי חַיִּים זוֹהֲרִים,Bioluminescent Animals,science,B1,,,
תֵּאוֹרְיָה שֶׁל סֵדֶר לֵדָה,Birth Order Theory,psychology,B1,,,
אֵזוֹרוֹת כְּחֻלִּים,Blue Zones,health,B1,,,
בּוּדִּיזְם,Buddhism,philosophy,B1,,,
שְׁחִיקוֹת לָשׁוֹן,Clichés,drama,B1,,,
שִׁנּוּי אָקְלִים,Climate Change,science,B1,,,
לְהִתְלוֹנֵן עַל שֵׁרוּת,Complaining About a Service,dialogue,B1,,,
